"";"date";"Year";"WeekNo";"total_covid_death";"male_covid_death";"female_covid_death";"NC_covid_death";"country";"Type"
"339";"2020-07-02";"2020";"27";"4";"2";"2";"0";"Germany";"Gender"
"340";"2020-10-13";"2020";"42";"55";"34";"21";"0";"Germany";"Gender"
"341";"2020-09-19";"2020";"38";"12";"7";"5";"0";"Germany";"Gender"
"342";"2020-09-24";"2020";"39";"17";"8";"9";"0";"Germany";"Gender"
"343";"2020-06-16";"2020";"25";"11";"7";"4";"0";"Germany";"Gender"
"344";"2020-09-30";"2020";"40";"16";"10";"6";"0";"Germany";"Gender"
"345";"2020-08-16";"2020";"33";"5";"4";"1";"0";"Germany";"Gender"
"346";"2020-09-17";"2020";"38";"8";"5";"3";"0";"Germany";"Gender"
"347";"2020-08-20";"2020";"34";"7";"3";"4";"0";"Germany";"Gender"
"348";"2020-03-10";"2020";"11";"4";"4";"0";"0";"Germany";"Gender"
"349";"2020-06-10";"2020";"24";"10";"6";"4";"0";"Germany";"Gender"
"350";"2020-10-07";"2020";"41";"34";"17";"17";"0";"Germany";"Gender"
"351";"2020-10-09";"2020";"41";"41";"16";"25";"0";"Germany";"Gender"
"352";"2020-03-15";"2020";"11";"15";"8";"7";"0";"Germany";"Gender"
"353";"2020-06-08";"2020";"24";"3";"3";"0";"0";"Germany";"Gender"
"354";"2020-07-14";"2020";"29";"2";"1";"1";"0";"Germany";"Gender"
"355";"2020-09-13";"2020";"37";"8";"3";"5";"0";"Germany";"Gender"
"356";"2020-09-23";"2020";"39";"11";"3";"8";"0";"Germany";"Gender"
"357";"2020-06-04";"2020";"23";"7";"2";"5";"0";"Germany";"Gender"
"358";"2020-06-19";"2020";"25";"9";"5";"4";"0";"Germany";"Gender"
"359";"2020-06-01";"2020";"23";"5";"4";"1";"0";"Germany";"Gender"
"360";"2020-08-14";"2020";"33";"5";"3";"2";"0";"Germany";"Gender"
"361";"2020-06-14";"2020";"24";"6";"2";"4";"0";"Germany";"Gender"
"362";"2020-06-27";"2020";"26";"2";"2";"0";"0";"Germany";"Gender"
"363";"2020-05-24";"2020";"21";"5";"1";"4";"0";"Germany";"Gender"
"364";"2020-06-06";"2020";"23";"5";"0";"5";"0";"Germany";"Gender"
"365";"2020-07-03";"2020";"27";"6";"3";"3";"0";"Germany";"Gender"
"366";"2020-03-11";"2020";"11";"10";"10";"0";"0";"Germany";"Gender"
"367";"2020-05-27";"2020";"22";"12";"6";"6";"0";"Germany";"Gender"
"368";"2020-09-27";"2020";"39";"7";"5";"2";"0";"Germany";"Gender"
"369";"2020-05-03";"2020";"18";"16";"13";"3";"0";"Germany";"Gender"
"370";"2020-07-20";"2020";"30";"4";"2";"2";"0";"Germany";"Gender"
"371";"2020-07-29";"2020";"31";"4";"2";"2";"0";"Germany";"Gender"
"372";"2020-07-07";"2020";"28";"4";"3";"1";"0";"Germany";"Gender"
"373";"2020-07-28";"2020";"31";"4";"3";"1";"0";"Germany";"Gender"
"374";"2020-03-07";"2020";"10";"4";"1";"3";"0";"Germany";"Gender"
"375";"2021-05-03";"2021";"18";"15";"8";"7";"0";"Germany";"Gender"
"376";"2020-08-19";"2020";"34";"1";"1";"0";"0";"Germany";"Gender"
"377";"2020-08-13";"2020";"33";"2";"1";"1";"0";"Germany";"Gender"
"378";"2021-05-05";"2021";"18";"11";"6";"4";"1";"Germany";"Gender"
"379";"2020-09-18";"2020";"38";"14";"11";"3";"0";"Germany";"Gender"
"380";"2020-02-20";"2020";"08";"1";"1";"0";"0";"Germany";"Gender"
"381";"2020-06-20";"2020";"25";"4";"1";"3";"0";"Germany";"Gender"
"382";"2020-07-10";"2020";"28";"3";"2";"1";"0";"Germany";"Gender"
"383";"2020-07-01";"2020";"27";"5";"3";"2";"0";"Germany";"Gender"
"384";"2020-08-09";"2020";"32";"2";"1";"1";"0";"Germany";"Gender"
"385";"2020-03-16";"2020";"12";"35";"27";"8";"0";"Germany";"Gender"
"386";"2020-09-03";"2020";"36";"7";"4";"3";"0";"Germany";"Gender"
"387";"2020-09-05";"2020";"36";"8";"4";"4";"0";"Germany";"Gender"
"388";"2020-09-07";"2020";"37";"5";"4";"1";"0";"Germany";"Gender"
"389";"2020-07-25";"2020";"30";"3";"3";"0";"0";"Germany";"Gender"
"390";"2020-07-15";"2020";"29";"6";"5";"1";"0";"Germany";"Gender"
"391";"2020-08-30";"2020";"35";"3";"2";"1";"0";"Germany";"Gender"
"392";"2020-06-09";"2020";"24";"1";"0";"1";"0";"Germany";"Gender"
"393";"2020-08-02";"2020";"31";"1";"0";"1";"0";"Germany";"Gender"
"394";"2020-07-22";"2020";"30";"9";"5";"4";"0";"Germany";"Gender"
"395";"2020-08-29";"2020";"35";"2";"1";"1";"0";"Germany";"Gender"
"396";"2020-08-04";"2020";"32";"5";"3";"2";"0";"Germany";"Gender"
"397";"2020-08-31";"2020";"36";"4";"2";"2";"0";"Germany";"Gender"
"398";"2021-05-06";"2021";"18";"5";"4";"1";"0";"Germany";"Gender"
"399";"2020-08-08";"2020";"32";"2";"1";"1";"0";"Germany";"Gender"
"400";"2020-03-04";"2020";"10";"2";"1";"1";"0";"Germany";"Gender"
"401";"2020-03-09";"2020";"11";"7";"4";"3";"0";"Germany";"Gender"
"402";"2020-09-02";"2020";"36";"3";"1";"2";"0";"Germany";"Gender"
"403";"2020-07-09";"2020";"28";"5";"2";"3";"0";"Germany";"Gender"
"404";"2020-08-06";"2020";"32";"6";"3";"3";"0";"Germany";"Gender"
"405";"2020-08-11";"2020";"33";"2";"1";"1";"0";"Germany";"Gender"
"406";"2020-07-19";"2020";"29";"4";"2";"2";"0";"Germany";"Gender"
"407";"2020-06-05";"2020";"23";"5";"2";"3";"0";"Germany";"Gender"
"408";"2020-06-13";"2020";"24";"1";"1";"0";"0";"Germany";"Gender"
"409";"2020-08-01";"2020";"31";"1";"1";"0";"0";"Germany";"Gender"
"410";"2020-06-24";"2020";"26";"2";"2";"0";"0";"Germany";"Gender"
"411";"2020-08-21";"2020";"34";"3";"1";"2";"0";"Germany";"Gender"
"412";"2020-07-23";"2020";"30";"3";"2";"1";"0";"Germany";"Gender"
"413";"2020-08-22";"2020";"34";"2";"1";"1";"0";"Germany";"Gender"
"414";"2020-09-01";"2020";"36";"3";"2";"1";"0";"Germany";"Gender"
"415";"2020-05-21";"2020";"21";"7";"3";"4";"0";"Germany";"Gender"
"416";"2020-08-25";"2020";"35";"2";"2";"0";"0";"Germany";"Gender"
"417";"2020-06-21";"2020";"25";"3";"1";"2";"0";"Germany";"Gender"
"418";"2020-07-12";"2020";"28";"1";"1";"0";"0";"Germany";"Gender"
"419";"2020-06-11";"2020";"24";"1";"1";"0";"0";"Germany";"Gender"
"420";"2020-06-07";"2020";"23";"4";"1";"3";"0";"Germany";"Gender"
"421";"2020-03-08";"2020";"10";"1";"1";"0";"0";"Germany";"Gender"
"422";"2020-08-28";"2020";"35";"3";"0";"3";"0";"Germany";"Gender"
"423";"2020-03-05";"2020";"10";"1";"1";"0";"0";"Germany";"Gender"
"424";"2020-06-22";"2020";"26";"1";"0";"1";"0";"Germany";"Gender"
"425";"2020-06-30";"2020";"27";"1";"0";"1";"0";"Germany";"Gender"
